Daidoji Bushi    THE FORCE OF HONOR    1    The Iron Warrior serves as the shield of his clan, defending the honor and homes of the Crane. You gain a bonus of your Honor Rank (rounded down) minus 4 to your Wounds at each Wound Rank, to a minimum bonus of one. (Thus at Honor Rank 6.5, you gain a bonus of 2 Wounds to each Wound Rank.) Additionally, you gain a bonus of +1k0 to the total of all attack rolls while in the Attack Stance.    THE SHIELD OF FAITH    2    The Iron Warrior truly believes that his work serves a higher purpose. When you perform the Guard Maneuver, the benefi ts last for an additional Round. Additionally, the Armor TN bonus of the Guard Maneuver is increased by 5. (This bonus applies to both your Armor TN and your target’s Armor TN – thus, you suffer no TN penalty when Guarding, and your target gains a bonus of +15 to his Armor TN instead of +10.)    STRIKE BENEATH THE VEIL    3    The Daidoji is an intractable foe, devastating to face under any circumstances. You may make melee attacks as a Simple Action instead of a Complex Action while in the Attack Stance.    VIGILANCE OF MIND    4    The Iron Warrior is always on the lookout for dangers. You may spend a Void Point during the Reactions Stage to target an opponent who has attempted to strike at either you or the target of your Guard Maneuver during the Round. You gain a bonus of +2k1 to the total of all attack and damage rolls against that opponent during the next Round.    TO TREAD ON THE SWORD    5    When the Iron Warrior fi ghts to protect his charge, he will continue on long after others would perish. You may spend two Void Points as a Free Action when someone declares an action against the target of your Guard Maneuver. You become the target of the action instead (if it would be a legal action – GM’s discretion in questionable instances). You also gain one Free Action that you may use immediately for the sole purpose of moving toward the target of your Guard Maneuver. If you cannot reach your target, this Technique has no effect.
Mirumoto Bushi    WAY OF THE DRAGON    1    Initiates of the Mirumoto Bushi School must master the basic principles of Niten, the two-sword technique founded by Mirumoto  himself. When wielding a katana in your main hand and a wakizashi in your off hand, you suffer no penalties of any kind for dual wielding, and you gain a bonus of your School Rank to your Armor TN (this is cumulative with the normal bonus for wielding two weapons). Additionally, when you are targeted with a spell, you may raise or lower the TN of that spell’s Spellcasting Roll by 5.    THE CALM IN MIDST OF THUNDER    2    In addition to their focus on the art of kenjutsu, the Mirumoto study the art of the duel as well in order to properly face their traditional opponents among the Kakita. While you assume the Center Stance, you gain a bonus to the total of your Iaijutsu rolls equal to your Kenjutsu Skill Rank.    STRONG AND SWIFT    3    As the exploration of Niten continues, the student learns to overwhelm opponents with a flurry of blows while maintaining a superior defense. Attacking is a Simple Action for you while you use weapons with the Samurai keyword.    FURIOUS RETALIATION    4    Once an opponent presents himself as a threat, the Mirumoto will stop at nothing to defeat him to defend the honor of the family’s teachings. During the Reactions Stage of Combat, you may choose one opponent who made or attempted an attack against you this Round. During your next Turn, you gain a bonus of +3k0 to all attack rolls against that target.    HEART OF THE DRAGON    5    Masters of the Mirumoto Bushi School seem to strike from everywhere at once. If you attack twice in the same Turn while you are wielding a katana in your main hand and a wakizashi in your off hand, you may make one additional attack with your off hand as a Free Action.
Agasha Shugenja    ELEMENTS OF ALL THINGS    1    The Agasha understand the interactions of the elements more so than perhaps any other family. When casting a spell, you may spend a Void Point to use a different Ring of your choosing rather than the appropriate Ring for that spell. This spell uses a spell slot for the Ring used to actually cast the spell. You also gain a Free Raise on any spell with the Craft keyword.
Kitsuki Investigator    KITSUKI’S METHOD    1    The Kitsuki are masters of investigation and perception, noticing the most minute and telling details with merely a glance. You gain a Free Raise on all your Investigation Skill Rolls. However, while the Kitsuki are trained for investigation and diplomacy, unlike other courtiers they do not wholly neglect the ways of the warrior. In a skirmish, you add your Perception Trait Rank to your Armor TN.    WISDOM THE WIND BRINGS    2    The Kitsuki skill at noticing small details makes it very difficult to deceive them. Anyone making a Social Skill Roll for the purpose of lying to you or otherwise deceiving you, or making a Feint or Disarm Maneuver against you in a skirmish, must add +5 to their TN for each of your Kitsuki Investigator School Ranks.    KNOW THE RHYTHM OF THE HEART    3    The Kitsuki study a secret methodology known as Ichi Miru, or “fi rst look,” which allows them to size up another person in almost a single glance. After speaking with someone for a few moments, you can roll Investigation (Notice) / Perception against a TN of their Intelligence x 5. A success grants you a true and accurate, if simple, picture of their personality and motivations. For example, you might perceive that a boisterous ronin is actually a calculating man who is trying to put on the picture of being a rude, simple fellow.    FINDING THE PATH    4    The Kitsuki has learned the art of uncovering and tracking others’ social connections and networks of alliances. By conversing with someone for a few minutes, you can make a Contested Roll of your Investigation (Interrogation) / Intelligence against their Etiquette (Courtesy) / Intelligence to identify one of their allies or enemies. Each successful Raise you make on this roll will identify another of their allies or enemies (you choose whether you learn an ally or an enemy – the GM chooses which specific person is revealed). This technique can be used against each specific person once per day.    THE EYES BETRAY THE HEART    5    Kitsuki’s method allows its master practitioners to see through even the most practiced falsehoods and tricks. At this rank, any knowing attempt to lie to you (as opposed to unwittingly passing on false information) will almost certainly fail. You automatically make a Contested Roll of your Investigation (Interrogation) / Perception against the liar’s Sincerity (Deceit) / Willpower, whether or not you suspect them of lying. Further, if you already know someone is lying to you, you gain a bonus of +5k0 on this Contested Roll, and may call Raises on the roll in an attempt to make them inadvertently give away more information than they intended (GM’s choice what information they reveal).
Togashi Monk    BLOOD OF THE KAMI    1    The blood of the Kami is barely diluted in the ruling line of the Togashi order, and the brothers chosen to serve the Dragon as Togashi vassals receive the mystical blood of a god in the form of unique tattoos. You gain two Tattoos at this rank.    BODY OF STONE    2    Mastery of the body is the fi rst essential step of a monk’s journey toward enlightenment, and martial arts are the perfect tool to bring the body and spirit into harmony. You gain a bonus of +1k1 to the total of all unarmed attack and damage rolls.    BLESSING OF THE KAMI    3    As an ise zumi continues his journey of self-discovery, accumulating new experiences along the way, he will eventually be judged worthy of additional insight in the form of new tattoos. You gain two additional Tattoos.    WILL OF STONE    4    Perfect mastery of the flesh is an indication that a soul’s journey is nearing its end. You may make unarmed attacks as a Simple Action rather than a Complex Action.    TOUCH OF THE KAMI    5    Insight into the true nature of the universe is the reward for a soul that seeks true mastery of the spirit. You gain two additional Tattoos.
Shiba Bushi    THE WAY OF THE PHOENIX    1    Shiba bushi move through battle as the Void moves through all the elements. When spending a Void Point to gain +1k1 on a roll, you may choose to spend 2 Void Points (to gain +2k2) on the roll instead. You may Guard as a Free Action; however, if you do so, your target only adds +5 to his Armor TN instead of +10.    DANCING WITH THE ELEMENTS    2    Shiba bushi become attuned to the shugenja they protect, aiding their spells and deterring those of their enemies. When you assume your Stance for the Round, you may choose a target within 30’. Whenever your target casts or is the target of a spell, you may choose to increase or decrease the TN of the spell by 5. Additionally, whenever you are the target of a spell, you may immediately choose to increase or decrease the TN of the spell by 5.    ONE WITH THE VOID    3    In battle, the Shiba can find his place in the world. This Technique automatically activates during the Reactions Stage of Combat if another character spent a Void Point during this Combat Round. You regain a Void Point. This Void Point may exceed your maximum, but all excess Void Points are lost after combat resolves. You do not learn anything regarding the source of the Void Point or how it was originally spent. This Technique only activates twice per skirmish.    MOVE WITH THE WORLD    4    Serenity brings certainty, and certainty brings speed. You may make attacks as a Simple Action instead of a Complex Action while using Polearms, Spears, or weapons with the Samurai keyword.    TOUCH OF THE VOID    5    Masters of the Shiba style can draw back the veil and allow the universe to act through them. For every Void Point you spend, you gain the effects of spending two, when applicable. Additionally, you may now spend Void Points on enhancements (as listed in the Book of Earth) twice in one Turn.
Isawa Shugenja    ISAWA'S GIFT    1    There are no greater masters of the shugenja tradition than those among the Isawa. You gain a Free Raise on all Spell Casting Rolls for spells of the element which you chose as your Affinity.
Asako Loremaster    TEMPLE OF THE SOUL    1    The Asako are historians and scholars, and their studies are broader than those of any others in the Empire. They pride themselves on the depth of their knowledge in all fi elds of intellectual endeavor. They also share the Phoenix devotion to peace and civility, relying on genteel discourse to resolve problems. You gain a Free Raise on any Skill Roll with a Lore Skill. Any time you spend a Void point on an Etiquette Skill Roll, you gain a bonus of +3k1 to the total of the roll instead of the normal +1k1.    FROM THE ASHES    2    The Asako Loremasters’ in-depth study of historical events allows them to detect subtle patterns of behavior in every court, patterns invisible to their more worldly rivals from other Clans. After spending at least one day observing the events in a particular court, you can roll Lore: History / Perception at TN 20 to gain a bonus +2k0 to the total of all your Social Skill Rolls for the next two days, so long as you remain in that court. (This Technique’s effect can be re-activated with another skill roll when it expires – it is not necessary to spend additional days observing so long as you remain in the same court.)    VOICE OF THE UNIVERSE    3    As the Asako’s training progresses, his recall of obscure historical facts allows him to provide useful contemporary advice to his allies. You may spend an hour conversing with a friend or ally and then roll Lore: History / Intelligence at TN 25. With a success, that ally may add your Lore: History Skill Rank to the total of any Social Skill Rolls he makes within the next twenty-four hours. You may Raise twice to affect one (and only one) additional ally, provided that ally also participates in the conversation. (This Technique cannot be used on the same person again until its effect expires.)    INVINCIBLE MIND    4    The enlightened and educated Asako can see through the games, tricks, and deceits of the material world. Any time you fail a Contested Social Skill Roll to resist someone trying to influence your emotions, opinions, or behavior (such as with the Courtier, Temptation, or Intimidation skills), you may re-roll using Intelligence as the Trait for the second roll in place of whichever Trait was originally required. You must keep the results of the second roll. This Technique cannot be used to resist Fear.    WISDOM OF THE AGES    5    At this rank, the Asako truly demonstrate that the wisdom of the Phoenix is eternal. Any time you are rolling a Lore Skill, including for your other School Techniques, you gain a +5k0 bonus to the total of the roll.
Akodo Bushi    THE WAY OF THE LION    1    Bushi of the Akodo School hone their fury until it is as precise as a blade. You may either ignore the portion of an opponent’s Armor TN derived from Armor, or gain a Free Raise when attacking. (You do not ignore Reduction from the Armor while choosing the first option.) Also, you gain a bonus of +1k0 to the total of all attack rolls on your first melee attack against an opponent in a skirmish, or against any opponent who has declared a Raise on an attack against you since your last turn. You add only a total of 1k0 for an enemy who Raised against you, no matter how many times they actually Raised.    STRENGTH OF PURITY    2    Akodo-trained warriors are known for their dedication to bushido, and take a fierce satisfaction in defeating dishonorable foes. During a skirmish you may add your Honor Rank to the total of any single roll during your Turn. You may not increase damage rolls in this fashion, nor can you do this while assuming the Center Stance.    STRENGTH OF MY ANCESTORS    3    The Akodo bushi attacks twice, once for himself and once for his ancestors. You may make attacks as a Simple Action instead of a Complex Action while using weapons with the Samurai keyword.    TRIUMPH BEFORE BATTLE    4    No foe is beyond the reach of the devoted Lion warrior. Once per skirmish, you may designate an opponent during the Reactions Stage. You may ignore any Armor TN bonuses your target receives from his Stance during the next Round.    AKODO’S FINAL LESSON    5    Mastery of the Akodo Bushi School imparts an unshakable faith in victory. When you make Raises on any Bugei Skill Roll, if you meet or exceed the original TN (before Raises) but fail to meet the Raised TN, you still succeed without the benefits of Raises.
Matsu Berserker    THE LION’S ROAR    1    Warriors of the Matsu School respect their Akodo cousins’ leadership skills, but they know that a furious attack often simply overwhelms an enemy. You add your Honor Rank to all damage rolls. Whenever you assume the Full Attack Stance, you may move an additional 5 feet per Turn in addition to the bonus you receive from the Stance. (This does not allow you to move farther than your maximum move per Turn.)    MATSU’S FURY    2    The target of a Matsu’s fury has little hope of victory. When you assume the Full Attack Stance, choose an opponent within 30’. If you successfully hit him this Turn, the target is frozen with fear and cannot take Move Actions to move from his current position. During the Reactions Stage, an affected opponent may attempt a Willpower roll against a TN equal to the amount of damage dealt from your latest attack to negate the effects of this Technique (the opponent does not suffer penalties from his Wound Rank for this roll). If he fails, the effects of this Technique end during the next Reactions Stage (the second after he was struck). Enemies who are immune to Fear cannot be affected by this Technique.    THE LION’S CHARGE    3    When a Lion strikes, he grants the gift of final rest to all who stand against him. You may make melee attacks as a Simple Action instead of a Complex Action.    MATSU’S COURAGE    4    Death means nothing in the face of the loss of honor, and no Matsu will yield while he yet draws breath. You ignore TN penalties from Wound Levels equal to your Honor Rank, or twice your Honor Rank while in the Full Attack Stance.    THE LION’S VICTORY    5    The death of an opponent is the only measure of victory for a Matsu. Once per encounter after you roll damage for an attack, you may spend a Void Point as a Free Action to activate this Technique. You rend the opponent, ripping open his wounds and dealing grievous injury to him. All of the dice you chose to keep explode, re-rolling and adding the result to your damage total.
Ikoma Bard    THE HERALD OF GLORY    1    The Ikoma are historians and storytellers, tasked with recording the glorious deeds of others for posterity, ensuring that courageous and honorable accomplishments are never forgotten. You gain the Precise Memory Advantage for no cost in Experience Points (if you already have Precise Memory, you are refunded that many Experience Points). You may use the Perform: Storytelling skill to engage in public bragging on behalf of another person. If you can cite heroic or noble actions by that person and successfully roll Perform: Storytelling / Awareness at TN 20, that person will gain a number of points of Glory equal to your School Rank. This may be done a number of times per person per month equal to your School Rank.    THE HEART OF THE LION    2    The Ikoma are tasked with conveying the emotions which the rest of the Clan keeps bottled away in stoic rectitude. You do not lose Honor or Glory for displaying emotion in public, so long as you do so on behalf of another Lion or for an honorable cause greater than yourself (such as your clan, the Empire, or the Code of Bushido). At the same time, your understanding of both honor and emotion strengthens your own soul against temptation. Anyone attempting to sway your emotions through the use of the Intimidation or Temptation skills must add +5 to their TN for each of your School Ranks.    THE VOICE OF THE ANCESTORS    3    The Ikoma act as Battle-Criers for the Lion, inspiring their soldiers on the battlefield with tales of the heroic deeds of their ancestors. Prior to a battle or skirmish, you may inspire your allies by speaking for a few minutes and rolling Perform: Oratory / Awareness at a TN equal to 15 + 5 per person you are inspiring. Targets who are not members of the Lion Clan increase the TN by 5 for each such person. With a successful roll, each person you inspired may add their Honor Rank to the total of any one Skill Roll during that battle or skirmish. (If this benefit is not used by the end of the battle, it is lost.)    THE STRENGTH OF TRADITION    4    The Ikoma’s steadfast encouragement calls on the examples of noble ancestors to infuse their allies with a strength they did not know they had. A number of times per session equal to your School Rank, as a Simple Action, you may verbally encourage an ally with a tale of great deeds from the past, rolling Perform: Storytelling/Awareness at TN 25. With a success, the next time during the same day that the chosen ally fails a roll, he may re-roll it, adding your Honor Rank in unkept dice to his roll. However, if he fails this second roll, you lose 2 points of Honor.    EVERY LION IS YOUR BROTHER    5    The Ikoma’s understanding of Bushido, history, emotion, and human nature empowers them in court, filling their arguments with the ringing power of generations of noble Lion, and calling on the precedents of a thousand years and more to support their cause. Five times per session, when you are making a Contested Social Roll against an opponent, you may cite historical precedent to support your views and roll additional unkept dice equal to your Rank in Perform: Storytelling. (In situations where citing history seems inappropriate or strange, the GM has the final say on whether this Technique may be used.)
Kitsu Shugenja    EYES OF THE ANCESTORS    1     The Kitsu are descended from mystical creatures, and as such are able to reach across the veil between worlds and speak with their ancestors. You may make a Spell Casting Roll (as though casting a Water spell) against a target’s Willpower x 5. If successful, you learn all Spiritual Advantages or Disadvantages that individual possesses. By spending a Void Point, you may negate any one Spiritual Advantage an opponent possesses for a number of minutes equal to your School Rank. You also gain a Free Raise on any spell with the Battle keyword.
Hida Bushi    THE WAY OF THE CRAB    1    The Hida bushi is the epitome of ‘heavy infantry,’ able to endure harsh blows and deliver crushing attacks in return. You may ignore TN penalties for wearing heavy armor for all skills except Stealth. When using a Heavy Weapon, you gain a bonus of +1k0 to the total of all damage rolls.    THE MOUNTAIN DOES NOT MOVE    2    The Hida bushi is famous for extraordinary tenacity, weathering wounds that would kill normal men. You gain Reduction equal to your Earth Ring.    TWO PINCERS , ONE MIND    3    A Hida bushi is relentless. You may make attacks as a Simple Action instead of a Complex Action while using Heavy Weapons or weapons with the Samurai keyword.    DEVASTATING BLOW    4    A Hida stops at nothing to destroy his enemies once his anger is roused. Once per encounter, when wielding a Heavy Weapon you may make a calculated strike against the enemy. Lower the enemy’s Reduction by 4 for this attack. If this attack succeeds, you Daze the target. The target may recover from this Conditional Effect by making a successful Earth Ring Roll versus a TN equal to your damage roll during the Reaction Stage of each Round. The TN decreases by 5 each time the target fails the roll.    THE MOUNTAIN DOES NOT FALL    5    Nothing can stop a Hida warrior from fulfi lling his duty, not even the threat of death. You may spend a Void Point during the Reactions Stage. During your next Turn, you may take actions as if you were in the Healthy Wound Rank. You ignore the Dazed, Fatigued, and Stunned Conditional Effects. The benefits of this Technique last until the next Reactions Stage.
Kuni Shugenja    GAZE INTO SHADOW    1    The Kuni have carefully studied many of the most sinister opponents imaginable, and have learned how to combat them. You gain a bonus of +1k0 to the total of all Spell Casting Rolls when the target is any non-human creature, and any spell that infl icts damage infl icts an additional +1k1 damage when used against a target who possesses the Shadowlands Taint. You also gain a Free Raise on any spell with the Jade keyword.
Yasuki Courtier   THE WAY OF THE CARP    1    The Yasuki are masters of commerce and practice it far more openly than other samurai families; they do not consider it to be a breach of etiquette to engage in open commerce. You gain a Free Raise when using the Commerce skill, and you do not lose Honor or Glory for using the Commerce skill even in public. Also, Yasuki are taught from youth to be adept at sizing up their potential customers. When speaking with someone you may make a Contested Roll of your Commerce/Perception against their Etiquette/Awareness to discern some material object or service they want or desire.     DO AS WE SAY    2    The flip side of Yasuki commerce is Yasuki pushiness. The Yasuki are renowned for both their glib tongues and their high-pressure sales tactics, pressuring and deceiving their customers and allies into doing what they want. A number of times per session equal to your School Rank, you may re-roll a failed Sincerity or Intimidation Skill roll. You must keep the results of the second roll.    TREASURES OF THE CARP    3    Your contacts in the merchant and commercial circles of Rokugan make it possible for you to acquire almost anything you might need to satisfy a customer. You may roll Commerce/Awareness at TN 20 to locate a rare or useful item, subject to GM discretion, for someone else. You may track down higher-quality or rarer items by calling Raises.    WILES OF THE CARP    4    As ruthless merchants, the Yasuki are also skilled at seeing through the deceptions and blandishments of others. Anyone making a Social Skill Roll for the purpose of lying to you or deceiving you has their TN increased by an amount equal to 5 times your School Rank.     WHAT IS YOURS IS MINE    5    The ultimate skill of the Yasuki is to infl uence others by offering them what they want the most. If you know of a material item someone needs, and arrange for them to get it, you gain a bonus of +5k0 to any Contested Social Rolls you make against that person for the next 24 hours. 
Hiruma Bushi    TORCH’S FLAME FLICKERS    1    The Hiruma learns to focus his strikes even while protecting himself, perfecting the penetrating quality of his blow without sacrificing his defense. While you assume the Attack Stance, you gain a bonus of +1k0 to the total of all attack rolls. You are skilled at survival and can make all food, water, and jade rations last twice as long for a number of people equal to your Hunting Skill Rank.    WOLF’S LITTLE LESSON    2    Hiruma learn to dash in and out in a single motion. While you assume the Attack Stance, you add 5 to your Armor TN every time you hit with a melee weapon. This bonus may stack a number of times equal to your School Rank and lasts until the end of the current skirmish.    HUMMINGBIRD WINGS    3    The Hiruma know how the hummingbird can move in any direction and apply this truism to battle. Once per Round you may activate this Technique when an opponent targets you with an attack. You gain a bonus of double your School Rank to your Armor TN for that attack. This stacks with any other Armor TN bonuses you gain from other means (such as spending a Void Point).    SHARK SMELLS BLOOD    4    Against a weakened opponent, a Hiruma is a terrible foe indeed. You may make attacks as a Simple Action instead of a Complex Action when using a weapon with the Samurai keyword.    DAYLIGHT WASTES NO MOVEMENT    5    The Hiruma learns to use no more energy than is precisely needed to kill his opponent. If you deliver more Wounds than necessary to kill your target, you may apply the excess Wounds to the next target you hit. This Technique does not activate two attacks in a row. The carry-over effect does not last beyond the end of the current skirmish.
Daigotsu Bushi    THE WAY OF THE SPIDER    1    The Daigotsu Bushi must walk the fi ne line between using the Taint to power his body and hiding its effects in public. At the beginning of each Round, you may choose to either reduce TN penalties from Wound Ranks by your Strength Trait Rank plus your Taint Rank until the end of the Round, or increase your damage rolls by the same amount. Additionally, the TN on any roll made to detect the presence or effects of the Shadowlands Taint on you is increased by 10.    AURA OF BLOOD    2    The presence of the Daigotsu Bushi can be unsettling to those who are unprepared to face it. You may spend a Void Point as a Simple Action to activate this Technique. While this Technique is active, you and all of your allies within 30’ add +2k0 to the total of all damage rolls. This lasts for a number of Rounds equal to your Taint Rank plus your Strength Trait Rank. This bonus is not cumulative with other applications of Aura of Blood. Using this Technique while under its effects refreshes its duration.    ASHURA’S WING    3    The Daigotsu Bushi moves and strikes as swiftly as ash borne away by the wind. You may make melee attacks as a Simple Action instead of a Complex Action.    DEVOURING WRATH    4    By the power of Fu Leng, the Legionnaire feeds on the strength of his enemies. Any time you hit an opponent in melee, you immediately regain 5 Wounds. This can potentially grant additional Wounds beyond your normal maximum, but this bonus will not increase over 20 Wounds. Excess Wounds are lost at the end of the skirmish.    INHUMAN ASSAULT    5    The wrath of a Daigotsu bushi is like that of a rampaging beast. Once per skirmish, you may launch into a series of bone-shattering blows by making a melee attack as a Complex Action. This attack ignores the bonuses and effects of armor (including Reduction from armor) and any Stance the target assumes. If the strike hits, the target cannot gain the bonuses of armor or Stance to his Armor TN for a number of Rounds equal to your Taint Rank plus your Strength Trait. If your opponent is in the Full Attack Posture, he still retains the -10 Armor TN penalty.
Chuda Shugenja    Blood Like Water    1    The Chuda have existed for centuries, hidden among the people of Rokugan and concealing the true nature of their dark arts. When casting a maho spell, you may declare one Raise to conceal the corrupted nature of the magic. The spell functions exactly as normal, but there will be no outward sign that it is anything other than traditional elemental magic. You may declare a second Raise to reduce all Shadowlands Taint normally acquired by a maho spell to only one Point, regardless of the spell’s Mastery level. Alternatively, you may sacrifice one point of Honor to reduce all Taint normally acquired by the spell to one Point.
Daigotsu Courtier    INSIDIOUS WHISPERS    1    Every student of the Daigotsu Courtiers is accomplished at the art of masking his nature, preventing his true intentions and capabilities from being discovered by others. You are skilled at hiding your intentions and the symptoms of Taint. You gain a Free Raise when using Sincerity (Deceit). Any rolls made to detect your Taint (such as the techniques of the Kuni) have their TN increased by an amount equal to 5 x your School Rank. You add your School Rank to your Honor Rank whenever another is attempting to discern your Honor Rank.    CRACKS IN THE WALL    2    The Daigotsu courtier is taught to drop subtle, seemingly innocuous conversational hints that disrupt the focus and attention of those around him. Any time you are engaged in conversation, you may spend a Void point and make a Courtier (Manipulation) / Awareness roll (as a Simple Action) at TN 25 to force everyone within 20 feet of you to suffer a penalty of –1k1 to all their Etiquette and Perform Skill rolls for the next hour. They are not aware of the source for their lack of focus. This effect cannot be stacked.     DARKNESS CANNOT BE TRAPPED    3    At this rank, the Spider courtier is taught to defl ect attention and blame from himself, spreading disharmony among his foes while avoiding the price of his own actions.Any time you are the focus of suspicion or accusation, you may spend a Void point as a Simple Action to try to shift the blame to someone else who is present at the moment of the accusation.You must make a Contested Roll of your Sincerity(Deciet)/Awareness versus the victim’s Sincerity(Honest)/Awareness in order to make the shifting of blame stick.(If your attempt seems weak or poorly justified, the GM can award bonuses to your victim’s attempt to defend himself.) With a success,everyone who heard you will believe your target is the real culprit, until presented with evidence to the contrary.This technique cannot be used to get out of situations in which you are clearly and inescapably guilty, or to pin the blame on someone not present.    THE TOUCH OF SIN    4    At this level of training, the Spider’s mastery of manipulation and misdirection allows his words to twist the thoughts of others, temporarily leading them into weakness, aggression, and confusion. A number of times per session equal to your School Rank, you may speak with someone for a few minutes and then make a Contested Roll of your Courtier (Manipulation) / Willpower against their Etiquette (Courtesy) / Willpower. If you succeed, they acquire one of the seven Consumed by Shourido Disadvantages (your choice) for a number of hours equal to your School Rank. By calling two successful Raises on this roll, you can infl ict a second Consumed by Shourido Disadvantage of your choice on the same person for the same period of time. (You cannot use this technique on the same person twice in the same day.)     THE EMBRACE OF DARKNESS    5    The final lesson of the Daigotsu Courtier School teaches its students to lead their enemies into paths of aggression and violence. By speaking with someone for at least fifteen minutes, you may make a Contested Roll of your Sincerity (Deceit) / Awareness against their Etiquette (Courtesy) / Perception. If your target currently has one of the Consumed by Shourido Disadvantages, you gain a +5k0 bonus to this roll. With a success, you may convince your target to treat some other person, group, institution, or clan as their enemy. This cannot be used to turn someone directly against his lord or the Emperor. Subject to that limitation, the target will continue to believe in this enmity until presented with evidence to the contrary.This technique cannot be used against the same person more than once per month. 
Order Of The Spider Monks    THE DARK PATH    1    The Order of the Spider teaches strength and mastery of oneself, even the darkness that hides within the soul. You gain a bonus of +1k0 to the total of all attack rolls made using unarmed strikes or with polearms. You also add twice your School Rank to your Armor TN against all melee attacks.    DRAWING IN THE STRIKE    2    Mastery of the body is a step to the path of power, and this mastery affords tremendous endurance to those who reach it. You may select any non-Void Ring. You gain Reduction equal to this Ring, plus your Rank in the Shadowlands Taint, if you possess any    SPEED OF DARKNESS    3    The alignment of body and mind allow tremendous speed. When using a polearm or an unarmed attack, you may make melee attacks as Simple Actions rather than Complex Actions.    GUARDED BY CHI    4    Following mastery of the body comes mastery of the soul. When you learn this Technique, you may select any one non-Void Ring. You add twice your Rank in this Ring, plus your Shadowlands Taint Rank (if you possess any), to the TN of any spell being cast against you. You may choose to suppress this effect if you wish.    DARKNESS UNLEASHED    5    True mastery of the self requires drawing upon the darkness within. You gain an additional number of Void Points per day equal to your Shadowlands Taint rank or your Earth Ring, whichever is higher. These may be spent exactly like normal Void Points, except they may also be spent to add a bonus of +1k1 to the total of your damage rolls.
